// global attributes:
// etag device attributes:
  :instrument_name = "172482_2010_100980"
  :instrument_type = "PSAT"
  :manufacturer = "Wildlife"
  :model = "miniPAT"
  :owner_contact = "camrin.braun@gmail.com"
  :person_owner = "Camrin Braun"
  :serial_number = "10P0160"
  :ptt = "100980"
// etag attachment attributes:
  :attachment_method = "caught on rod/reel"
// etag deployment attributes:
  :geospatial_lat_start = "28.33833333"
  :geospatial_lon_start = "-67.51933333"
  :time_coverage_start = "1291075200"
  :temp_degC_capture = "24.61111111"
// etag end of mission attributes:
  :time_coverage_end = "1298851200"
  :end_details = "Argos"
  :end_type = "popped off"
  :geospatial_lat_end = "30.8390007"
  :geospatial_lon_end = "-75.17098999"
// etag animal attributes:
  :platform = "Xiphias gladius"
  :taxonomic_serial_number = "172482"
// etag quality attributes:
  :found_problem = "no"
  :person_qc = "Camrin Braun"
// data:
// DateTime,VariableID,VariableValue,VariableName,VariableUnits
2010-11-30 14:00:00,335,3.1,HistTempBinMin02,Celsius
2010-11-30 14:00:00,336,6,HistTempBinMax02,Celsius
2010-11-30 14:00:00,337,6.1,HistTempBinMin03,Celsius
2010-11-30 14:00:00,338,9,HistTempBinMax03,Celsius
2010-11-30 14:00:00,339,9.1,HistTempBinMin04,Celsius
2010-11-30 14:00:00,340,12,HistTempBinMax04,Celsius
2010-11-30 14:00:00,341,12.1,HistTempBinMin05,Celsius
2010-11-30 14:00:00,342,15,HistTempBinMax05,Celsius
2010-11-30 14:00:00,343,15.1,HistTempBinMin06,Celsius
2010-11-30 14:00:00,344,18,HistTempBinMax06,Celsius
2010-11-30 14:00:00,345,18.1,HistTempBinMin07,Celsius
2010-11-30 14:00:00,346,21,HistTempBinMax07,Celsius
2010-11-30 14:00:00,347,21.1,HistTempBinMin08,Celsius
2010-11-30 14:00:00,348,24,HistTempBinMax08,Celsius
2010-11-30 14:00:00,349,24.1,HistTempBinMin09,Celsius
2010-11-30 14:00:00,350,27,HistTempBinMax09,Celsius
2010-11-30 14:00:00,351,27.1,HistTempBinMin10,Celsius
2010-11-30 14:00:00,352,30,HistTempBinMax10,Celsius
2010-11-30 14:00:00,353,30.1,HistTempBinMin11,Celsius
2010-11-30 14:00:00,354,33,HistTempBinMax11,Celsius
2010-11-30 14:00:00,355,33.1,HistTempBinMin12,Celsius
2010-11-30 14:00:00,356,45,HistTempBinMax12,Celsius
2010-11-30 14:00:00,365,1,TimeAtDepthBin01,frequency
2010-11-30 14:00:00,366,1,TimeAtDepthBin02,frequency
2010-11-30 14:00:00,367,1,TimeAtDepthBin03,frequency
2010-11-30 14:00:00,368,1,TimeAtDepthBin04,frequency
2010-11-30 14:00:00,369,17.8,TimeAtDepthBin05,frequency
2010-11-30 14:00:00,370,41.6,TimeAtDepthBin06,frequency
2010-11-30 14:00:00,371,9.9,TimeAtDepthBin07,frequency
2010-11-30 14:00:00,372,26.7,TimeAtDepthBin08,frequency
2010-11-30 14:00:00,373,0,TimeAtDepthBin09,frequency
2010-11-30 14:00:00,374,0,TimeAtDepthBin10,frequency
2010-11-30 14:00:00,375,0,TimeAtDepthBin11,frequency
2010-11-30 14:00:00,376,0,TimeAtDepthBin12,frequency
2010-11-30 14:00:00,381,0,TimeAtTempBin01,frequency
2010-11-30 14:00:00,382,0,TimeAtTempBin02,frequency
2010-11-30 14:00:00,383,0,TimeAtTempBin03,frequency
2010-11-30 14:00:00,384,0,TimeAtTempBin04,frequency
2010-11-30 14:00:00,385,0,TimeAtTempBin05,frequency
2010-11-30 14:00:00,386,0,TimeAtTempBin06,frequency
2010-11-30 14:00:00,387,82.8,TimeAtTempBin07,frequency
2010-11-30 14:00:00,388,16.2,TimeAtTempBin08,frequency
2010-11-30 14:00:00,389,1,TimeAtTempBin09,frequency
2010-11-30 14:00:00,397,24,summaryPeriod,hours
2010-11-30 14:00:00,1004,0,depthMin,meter
2010-11-30 14:00:00,1005,232,depthMax,meter
2010-11-30 14:00:00,1015,18.4,tempMin,Celsius
2010-11-30 14:00:00,1020,24.05,sstMin,Celsius
2010-11-30 14:00:00,1021,24.15,sstMax,Celsius
2010-11-30 14:00:00,1022,24.1,sstMean,Celsius
2010-11-30 14:45:00,5,116.5,depth,meter
2010-11-30 14:45:00,6,20,temperature,Celsius
2010-11-30 14:45:00,1011,3,depthDelta,meter
2010-11-30 14:45:00,1014,0.1,tempDelta,Celsius
2010-11-30 14:52:30,5,120,depth,meter
2010-11-30 14:52:30,6,20,temperature,Celsius
2010-11-30 14:52:30,1011,3,depthDelta,meter
2010-11-30 14:52:30,1014,0.1,tempDelta,Celsius
2010-11-30 15:00:00,5,132,depth,meter
2010-11-30 15:00:00,6,19.7,temperature,Celsius
2010-11-30 15:00:00,1011,5,depthDelta,meter
2010-11-30 15:00:00,1014,0.15,tempDelta,Celsius
2010-11-30 15:07:30,5,114,depth,meter
2010-11-30 15:07:30,6,20.4,temperature,Celsius
2010-11-30 15:07:30,1011,2,depthDelta,meter
2010-11-30 15:07:30,1014,0.1,tempDelta,Celsius
2010-11-30 15:15:00,5,123.5,depth,meter
2010-11-30 15:15:00,6,20,temperature,Celsius
2010-11-30 15:15:00,1011,3,depthDelta,meter
2010-11-30 15:15:00,1014,0.1,tempDelta,Celsius
2010-11-30 15:22:30,5,120,depth,meter
2010-11-30 15:22:30,6,20.2,temperature,Celsius
2010-11-30 15:22:30,1011,3,depthDelta,meter
2010-11-30 15:22:30,1014,0.15,tempDelta,Celsius
2010-11-30 15:30:00,5,123.5,depth,meter
2010-11-30 15:30:00,6,20,temperature,Celsius
2010-11-30 15:30:00,1011,3,depthDelta,meter
2010-11-30 15:30:00,1014,0.1,tempDelta,Celsius
2010-11-30 15:37:30,5,132,depth,meter
2010-11-30 15:37:30,6,19.9,temperature,Celsius
2010-11-30 15:37:30,1011,5,depthDelta,meter
2010-11-30 15:37:30,1014,0.1,tempDelta,Celsius
2010-11-30 15:45:00,5,127,depth,meter
2010-11-30 15:45:00,6,20,temperature,Celsius
2010-11-30 15:45:00,1011,3,depthDelta,meter
2010-11-30 15:45:00,1014,0.1,tempDelta,Celsius
2010-11-30 15:52:30,5,132,depth,meter
2010-11-30 15:52:30,6,19.7,temperature,Celsius
2010-11-30 15:52:30,1011,5,depthDelta,meter
2010-11-30 15:52:30,1014,0.15,tempDelta,Celsius
2010-11-30 16:00:00,5,139,depth,meter
2010-11-30 16:00:00,6,19.7,temperature,Celsius
2010-11-30 16:00:00,1011,5,depthDelta,meter
2010-11-30 16:00:00,1014,0.15,tempDelta,Celsius
2010-11-30 16:07:30,5,116.5,depth,meter
2010-11-30 16:07:30,6,20.2,temperature,Celsius
2010-11-30 16:07:30,1011,3,depthDelta,meter
2010-11-30 16:07:30,1014,0.15,tempDelta,Celsius
2010-11-30 16:15:00,5,112,depth,meter
2010-11-30 16:15:00,6,20.4,temperature,Celsius
2010-11-30 16:15:00,1011,2,depthDelta,meter
2010-11-30 16:15:00,1014,0.1,tempDelta,Celsius
2010-11-30 16:22:30,5,132,depth,meter
2010-11-30 16:22:30,6,19.7,temperature,Celsius
2010-11-30 16:22:30,1011,5,depthDelta,meter
2010-11-30 16:22:30,1014,0.15,tempDelta,Celsius
2010-11-30 16:30:00,5,132,depth,meter
2010-11-30 16:30:00,6,19.7,temperature,Celsius
2010-11-30 16:30:00,1011,5,depthDelta,meter
2010-11-30 16:30:00,1014,0.15,tempDelta,Celsius
2010-11-30 16:37:30,5,132,depth,meter
2010-11-30 16:37:30,6,19.9,temperature,Celsius
2010-11-30 16:37:30,1011,5,depthDelta,meter
2010-11-30 16:37:30,1014,0.1,tempDelta,Celsius
2010-11-30 16:45:00,5,127,depth,meter
2010-11-30 16:45:00,6,19.9,temperature,Celsius
2010-11-30 16:45:00,1011,3,depthDelta,meter
2010-11-30 16:45:00,1014,0.1,tempDelta,Celsius
2010-11-30 16:52:30,5,146,depth,meter
2010-11-30 16:52:30,6,19.4,temperature,Celsius
2010-11-30 16:52:30,1011,5,depthDelta,meter
2010-11-30 16:52:30,1014,0.1,tempDelta,Celsius
2010-11-30 17:00:00,5,132,depth,meter
2010-11-30 17:00:00,6,19.5,temperature,Celsius
2010-11-30 17:00:00,1011,5,depthDelta,meter
2010-11-30 17:00:00,1014,0.1,tempDelta,Celsius
2010-11-30 17:07:30,5,120,depth,meter
2010-11-30 17:07:30,6,20,temperature,Celsius
2010-11-30 17:07:30,1011,3,depthDelta,meter
2010-11-30 17:07:30,1014,0.1,tempDelta,Celsius
2010-11-30 17:15:00,5,116.5,depth,meter
2010-11-30 17:15:00,6,20.2,temperature,Celsius
2010-11-30 17:15:00,1011,3,depthDelta,meter
2010-11-30 17:15:00,1014,0.15,tempDelta,Celsius
2010-11-30 17:22:30,5,132,depth,meter
2010-11-30 17:22:30,6,19.7,temperature,Celsius
2010-11-30 17:22:30,1011,5,depthDelta,meter
2010-11-30 17:22:30,1014,0.15,tempDelta,Celsius
2010-11-30 17:30:00,5,146,depth,meter
2010-11-30 17:30:00,6,19.2,temperature,Celsius
2010-11-30 17:30:00,1011,5,depthDelta,meter
2010-11-30 17:30:00,1014,0.15,tempDelta,Celsius
2010-11-30 17:37:30,5,152.5,depth,meter
2010-11-30 17:37:30,6,19.2,temperature,Celsius
2010-11-30 17:37:30,1011,5.25,depthDelta,meter
2010-11-30 17:37:30,1014,0.15,tempDelta,Celsius
2010-11-30 17:45:00,5,177,depth,meter
2010-11-30 17:45:00,6,18.9,temperature,Celsius
2010-11-30 17:45:00,1011,9,depthDelta,meter
2010-11-30 17:45:00,1014,0.1,tempDelta,Celsius
2010-11-30 17:52:30,5,204.5,depth,meter
2010-11-30 17:52:30,6,18.7,temperature,Celsius
2010-11-30 17:52:30,1011,9.75,depthDelta,meter
2010-11-30 17:52:30,1014,0.15,tempDelta,Celsius
2010-11-30 18:00:00,5,222.5,depth,meter
2010-11-30 18:00:00,6,18.5,temperature,Celsius
2010-11-30 18:00:00,1011,16,depthDelta,meter
2010-11-30 18:00:00,1014,0.25,tempDelta,Celsius
2010-11-30 18:07:30,5,222.5,depth,meter
2010-11-30 18:07:30,6,18.5,temperature,Celsius
2010-11-30 18:07:30,1011,16,depthDelta,meter
2010-11-30 18:07:30,1014,0.25,tempDelta,Celsius
2010-11-30 18:15:00,5,222.5,depth,meter
2010-11-30 18:15:00,6,18.5,temperature,Celsius
2010-11-30 18:15:00,1011,16,depthDelta,meter
2010-11-30 18:15:00,1014,0.25,tempDelta,Celsius
2010-11-30 18:22:30,5,222.5,depth,meter
2010-11-30 18:22:30,6,18.5,temperature,Celsius
2010-11-30 18:22:30,1011,16,depthDelta,meter
2010-11-30 18:22:30,1014,0.25,tempDelta,Celsius
2010-11-30 18:30:00,5,222.5,depth,meter
2010-11-30 18:30:00,6,18.5,temperature,Celsius
2010-11-30 18:30:00,1011,16,depthDelta,meter
2010-11-30 18:30:00,1014,0.25,tempDelta,Celsius
2010-11-30 18:37:30,5,222.5,depth,meter
2010-11-30 18:37:30,6,18.5,temperature,Celsius
2010-11-30 18:37:30,1011,16,depthDelta,meter
2010-11-30 18:37:30,1014,0.25,tempDelta,Celsius
2010-11-30 18:45:00,5,222.5,depth,meter
2010-11-30 18:45:00,6,18.5,temperature,Celsius
2010-11-30 18:45:00,1011,16,depthDelta,meter
2010-11-30 18:45:00,1014,0.25,tempDelta,Celsius
2010-11-30 18:52:30,5,222.5,depth,meter
2010-11-30 18:52:30,6,18.5,temperature,Celsius
2010-11-30 18:52:30,1011,16,depthDelta,meter
2010-11-30 18:52:30,1014,0.25,tempDelta,Celsius
2010-11-30 19:00:00,5,222.5,depth,meter
2010-11-30 19:00:00,6,18.5,temperature,Celsius
2010-11-30 19:00:00,1011,16,depthDelta,meter
2010-11-30 19:00:00,1014,0.25,tempDelta,Celsius
2010-11-30 19:07:30,5,222.5,depth,meter
2010-11-30 19:07:30,6,18.5,temperature,Celsius
2010-11-30 19:07:30,1011,16,depthDelta,meter
2010-11-30 19:07:30,1014,0.25,tempDelta,Celsius
2010-11-30 19:15:00,5,222.5,depth,meter
2010-11-30 19:15:00,6,18.5,temperature,Celsius
2010-11-30 19:15:00,1011,16,depthDelta,meter
2010-11-30 19:15:00,1014,0.25,tempDelta,Celsius
2010-11-30 19:22:30,5,222.5,depth,meter
2010-11-30 19:22:30,6,18.5,temperature,Celsius
2010-11-30 19:22:30,1011,16,depthDelta,meter
2010-11-30 19:22:30,1014,0.25,tempDelta,Celsius
2010-11-30 19:30:00,5,222.5,depth,meter
2010-11-30 19:30:00,6,18.5,temperature,Celsius
2010-11-30 19:30:00,1011,16,depthDelta,meter
2010-11-30 19:30:00,1014,0.25,tempDelta,Celsius
2010-11-30 19:37:30,5,222.5,depth,meter
2010-11-30 19:37:30,6,18.5,temperature,Celsius
2010-11-30 19:37:30,1011,16,depthDelta,meter
2010-11-30 19:37:30,1014,0.25,tempDelta,Celsius
2010-11-30 19:45:00,5,193.5,depth,meter
2010-11-30 19:45:00,6,18.5,temperature,Celsius
2010-11-30 19:45:00,1011,16,depthDelta,meter
2010-11-30 19:45:00,1014,0.25,tempDelta,Celsius
2010-11-30 19:52:30,5,193.5,depth,meter
2010-11-30 19:52:30,6,18.9,temperature,Celsius
2010-11-30 19:52:30,1011,16,depthDelta,meter
2010-11-30 19:52:30,1014,0.25,tempDelta,Celsius
2010-11-30 20:00:00,5,164.5,depth,meter
2010-11-30 20:00:00,6,18.9,temperature,Celsius
2010-11-30 20:00:00,1011,15.75,depthDelta,meter
2010-11-30 20:00:00,1014,0.25,tempDelta,Celsius
2010-11-30 20:07:30,5,135.5,depth,meter
2010-11-30 20:07:30,6,20,temperature,Celsius
2010-11-30 20:07:30,1011,15.5,depthDelta,meter
2010-11-30 20:07:30,1014,0.25,tempDelta,Celsius
2010-11-30 20:15:00,5,99.5,depth,meter
2010-11-30 20:15:00,6,21.1,temperature,Celsius
2010-11-30 20:15:00,1011,8,depthDelta,meter
2010-11-30 20:15:00,1014,0.25,tempDelta,Celsius
2010-11-30 20:22:30,5,113.5,depth,meter
2010-11-30 20:22:30,6,20.8,temperature,Celsius
2010-11-30 20:22:30,1011,8.25,depthDelta,meter
2010-11-30 20:22:30,1014,0.2,tempDelta,Celsius
2010-11-30 20:30:00,5,21.5,depth,meter
2010-11-30 20:30:00,6,24.2,temperature,Celsius
2010-11-30 20:30:00,1011,2,depthDelta,meter
2010-11-30 20:30:00,1014,0.3,tempDelta,Celsius
2010-11-30 20:37:30,5,113.5,depth,meter
2010-11-30 20:37:30,6,20.4,temperature,Celsius
2010-11-30 20:37:30,1011,8.25,depthDelta,meter
2010-11-30 20:37:30,1014,0.25,tempDelta,Celsius
2010-11-30 20:45:00,5,113.5,depth,meter
2010-11-30 20:45:00,6,20.8,temperature,Celsius
2010-11-30 20:45:00,1011,8.25,depthDelta,meter
2010-11-30 20:45:00,1014,0.2,tempDelta,Celsius
2010-11-30 20:52:30,5,135.5,depth,meter
2010-11-30 20:52:30,6,20,temperature,Celsius
2010-11-30 20:52:30,1011,15.5,depthDelta,meter
2010-11-30 20:52:30,1014,0.25,tempDelta,Celsius
2010-11-30 21:00:00,5,164.5,depth,meter
2010-11-30 21:00:00,6,18.9,temperature,Celsius
2010-11-30 21:00:00,1011,15.75,depthDelta,meter
2010-11-30 21:00:00,1014,0.25,tempDelta,Celsius
2010-11-30 21:07:30,5,164.5,depth,meter
2010-11-30 21:07:30,6,18.9,temperature,Celsius
2010-11-30 21:07:30,1011,15.75,depthDelta,meter
2010-11-30 21:07:30,1014,0.25,tempDelta,Celsius
2010-11-30 21:15:00,5,193.5,depth,meter
2010-11-30 21:15:00,6,18.9,temperature,Celsius
2010-11-30 21:15:00,1011,16,depthDelta,meter
2010-11-30 21:15:00,1014,0.25,tempDelta,Celsius
2010-11-30 21:22:30,5,222.5,depth,meter
2010-11-30 21:22:30,6,18.5,temperature,Celsius
2010-11-30 21:22:30,1011,16,depthDelta,meter
2010-11-30 21:22:30,1014,0.25,tempDelta,Celsius
2010-11-30 21:30:00,5,222.5,depth,meter
2010-11-30 21:30:00,6,18.5,temperature,Celsius
2010-11-30 21:30:00,1011,16,depthDelta,meter
2010-11-30 21:30:00,1014,0.25,tempDelta,Celsius
2010-11-30 21:37:30,5,222.5,depth,meter
2010-11-30 21:37:30,6,18.5,temperature,Celsius
2010-11-30 21:37:30,1011,16,depthDelta,meter
2010-11-30 21:37:30,1014,0.25,tempDelta,Celsius
2010-11-30 21:45:00,5,222.5,depth,meter
2010-11-30 21:45:00,6,18.5,temperature,Celsius
2010-11-30 21:45:00,1011,16,depthDelta,meter
2010-11-30 21:45:00,1014,0.25,tempDelta,Celsius
2010-11-30 21:52:30,5,222.5,depth,meter
2010-11-30 21:52:30,6,18.5,temperature,Celsius
2010-11-30 21:52:30,1011,16,depthDelta,meter
2010-11-30 21:52:30,1014,0.25,tempDelta,Celsius
2010-11-30 22:00:00,5,193.5,depth,meter
2010-11-30 22:00:00,6,18.9,temperature,Celsius
2010-11-30 22:00:00,1011,16,depthDelta,meter
2010-11-30 22:00:00,1014,0.25,tempDelta,Celsius
2010-11-30 22:07:30,5,135.5,depth,meter
2010-11-30 22:07:30,6,19.3,temperature,Celsius
2010-11-30 22:07:30,1011,15.5,depthDelta,meter
2010-11-30 22:07:30,1014,0.2,tempDelta,Celsius
2010-11-30 22:15:00,5,113.5,depth,meter
2010-11-30 22:15:00,6,20.8,temperature,Celsius
2010-11-30 22:15:00,1011,8.25,depthDelta,meter
2010-11-30 22:15:00,1014,0.2,tempDelta,Celsius
2010-11-30 22:22:30,5,113.5,depth,meter
2010-11-30 22:22:30,6,20.8,temperature,Celsius
2010-11-30 22:22:30,1011,8.25,depthDelta,meter
2010-11-30 22:22:30,1014,0.2,tempDelta,Celsius
2010-11-30 22:30:00,5,85,depth,meter
2010-11-30 22:30:00,6,21.5,temperature,Celsius
2010-11-30 22:30:00,1011,8,depthDelta,meter
2010-11-30 22:30:00,1014,0.25,tempDelta,Celsius
2010-11-30 22:37:30,5,85,depth,meter
2010-11-30 22:37:30,6,21.5,temperature,Celsius
2010-11-30 22:37:30,1011,8,depthDelta,meter
2010-11-30 22:37:30,1014,0.25,tempDelta,Celsius
2010-11-30 22:45:00,5,85,depth,meter
2010-11-30 22:45:00,6,21.9,temperature,Celsius
2010-11-30 22:45:00,1011,8,depthDelta,meter
2010-11-30 22:45:00,1014,0.25,tempDelta,Celsius
2010-11-30 22:52:30,5,85,depth,meter
2010-11-30 22:52:30,6,21.5,temperature,Celsius
2010-11-30 22:52:30,1011,8,depthDelta,meter
2010-11-30 22:52:30,1014,0.25,tempDelta,Celsius
2010-11-30 23:00:00,5,85,depth,meter
2010-11-30 23:00:00,6,21.9,temperature,Celsius
2010-11-30 23:00:00,1011,8,depthDelta,meter
2010-11-30 23:00:00,1014,0.25,tempDelta,Celsius
2010-11-30 23:07:30,5,85,depth,meter
2010-11-30 23:07:30,6,21.5,temperature,Celsius
2010-11-30 23:07:30,1011,8,depthDelta,meter
2010-11-30 23:07:30,1014,0.25,tempDelta,Celsius
2010-11-30 23:15:00,5,85,depth,meter
2010-11-30 23:15:00,6,21.1,temperature,Celsius
2010-11-30 23:15:00,1011,8,depthDelta,meter
2010-11-30 23:15:00,1014,0.25,tempDelta,Celsius
2010-11-30 23:22:30,5,85,depth,meter
2010-11-30 23:22:30,6,21.5,temperature,Celsius
2010-11-30 23:22:30,1011,8,depthDelta,meter
2010-11-30 23:22:30,1014,0.25,tempDelta,Celsius
2010-11-30 23:30:00,5,99.5,depth,meter
2010-11-30 23:30:00,6,21.1,temperature,Celsius
2010-11-30 23:30:00,1011,8,depthDelta,meter
2010-11-30 23:30:00,1014,0.25,tempDelta,Celsius
2010-11-30 23:37:30,5,85,depth,meter
2010-11-30 23:37:30,6,21.5,temperature,Celsius
2010-11-30 23:37:30,1011,8,depthDelta,meter
2010-11-30 23:37:30,1014,0.25,tempDelta,Celsius
2010-11-30 23:45:00,5,85,depth,meter
2010-11-30 23:45:00,6,21.5,temperature,Celsius
2010-11-30 23:45:00,1011,8,depthDelta,meter
2010-11-30 23:45:00,1014,0.25,tempDelta,Celsius
2010-11-30 23:52:30,5,99.5,depth,meter
2010-11-30 23:52:30,6,20.8,temperature,Celsius
2010-11-30 23:52:30,1011,8,depthDelta,meter
2010-11-30 23:52:30,1014,0.2,tempDelta,Celsius
2010-12-01 00:00:00,5,101.5,depth,meter
2010-12-01 00:00:00,6,21,temperature,Celsius
2010-12-01 00:00:00,101,16,PdtDepth01,meter
2010-12-01 00:00:00,102,24.4,PdtTempMin01,Celsius
2010-12-01 00:00:00,103,24.4,PdtTempMax01,Celsius
2010-12-01 00:00:00,104,48,PdtDepth02,meter
2010-12-01 00:00:00,105,24.2,PdtTempMin02,Celsius
2010-12-01 00:00:00,106,24.4,PdtTempMax02,Celsius
2010-12-01 00:00:00,107,72,PdtDepth03,meter
2010-12-01 00:00:00,108,22.4,PdtTempMin03,Celsius
2010-12-01 00:00:00,109,24.4,PdtTempMax03,Celsius
2010-12-01 00:00:00,110,112,PdtDepth04,meter
2010-12-01 00:00:00,111,20,PdtTempMin04,Celsius
2010-12-01 00:00:00,112,21,PdtTempMax04,Celsius
2010-12-01 00:00:00,113,184,PdtDepth05,meter
2010-12-01 00:00:00,114,18.6,PdtTempMin05,Celsius
2010-12-01 00:00:00,115,18.8,PdtTempMax05,Celsius
2010-12-01 00:00:00,116,200,PdtDepth06,meter
2010-12-01 00:00:00,117,18.6,PdtTempMin06,Celsius
2010-12-01 00:00:00,118,18.6,PdtTempMax06,Celsius
2010-12-01 00:00:00,119,264,PdtDepth07,meter
2010-12-01 00:00:00,120,18.2,PdtTempMin07,Celsius
2010-12-01 00:00:00,121,18.2,PdtTempMax07,Celsius
2010-12-01 00:00:00,122,312,PdtDepth08,meter
2010-12-01 00:00:00,123,18,PdtTempMin08,Celsius
2010-12-01 00:00:00,124,18.2,PdtTempMax08,Celsius
2010-12-01 00:00:00,125,352,PdtDepth09,meter
2010-12-01 00:00:00,126,17.8,PdtTempMin09,Celsius
2010-12-01 00:00:00,127,17.8,PdtTempMax09,Celsius
2010-12-01 00:00:00,128,392,PdtDepth10,meter
2010-12-01 00:00:00,129,17.6,PdtTempMin10,Celsius
2010-12-01 00:00:00,130,17.6,PdtTempMax10,Celsius
2010-12-01 00:00:00,131,432,PdtDepth11,meter
2010-12-01 00:00:00,132,17.2,PdtTempMin11,Celsius
2010-12-01 00:00:00,133,17.4,PdtTempMax11,Celsius
2010-12-01 00:00:00,134,472,PdtDepth12,meter
2010-12-01 00:00:00,135,16.6,PdtTempMin12,Celsius
2010-12-01 00:00:00,136,16.8,PdtTempMax12,Celsius
2010-12-01 00:00:00,137,496,PdtDepth13,meter
2010-12-01 00:00:00,138,16.2,PdtTempMin13,Celsius
2010-12-01 00:00:00,139,16.6,PdtTempMax13,Celsius
2010-12-01 00:00:00,140,544,PdtDepth14,meter
2010-12-01 00:00:00,141,15.4,PdtTempMin14,Celsius
2010-12-01 00:00:00,142,15.6,PdtTempMax14,Celsius
2010-12-01 00:00:00,143,560,PdtDepth15,meter
2010-12-01 00:00:00,144,15,PdtTempMin15,Celsius
2010-12-01 00:00:00,145,15.4,PdtTempMax15,Celsius
2010-12-01 00:00:00,146,616,PdtDepth16,meter
2010-12-01 00:00:00,147,14.4,PdtTempMin16,Celsius
2010-12-01 00:00:00,148,14.4,PdtTempMax16,Celsius
2010-12-01 00:00:00,301,0,HistDepthBinMin01,meter
2010-12-01 00:00:00,302,2,HistDepthBinMax01,meter
2010-12-01 00:00:00,303,2.1,HistDepthBinMin02,meter
2010-12-01 00:00:00,304,10,HistDepthBinMax02,meter
2010-12-01 00:00:00,305,10.1,HistDepthBinMin03,meter
2010-12-01 00:00:00,306,25,HistDepthBinMax03,meter
2010-12-01 00:00:00,307,25.1,HistDepthBinMin04,meter
2010-12-01 00:00:00,308,50,HistDepthBinMax04,meter
2010-12-01 00:00:00,309,50.1,HistDepthBinMin05,meter
2010-12-01 00:00:00,310,100,HistDepthBinMax05,meter
2010-12-01 00:00:00,311,100.1,HistDepthBinMin06,meter
2010-12-01 00:00:00,312,150,HistDepthBinMax06,meter
2010-12-01 00:00:00,313,150.1,HistDepthBinMin07,meter
2010-12-01 00:00:00,314,200,HistDepthBinMax07,meter
2010-12-01 00:00:00,315,200.1,HistDepthBinMin08,meter
2010-12-01 00:00:00,316,400,HistDepthBinMax08,meter
2010-12-01 00:00:00,317,400.1,HistDepthBinMin09,meter
2010-12-01 00:00:00,318,600,HistDepthBinMax09,meter
2010-12-01 00:00:00,319,600.1,HistDepthBinMin10,meter
2010-12-01 00:00:00,320,800,HistDepthBinMax10,meter
2010-12-01 00:00:00,321,800.1,HistDepthBinMin11,meter
2010-12-01 00:00:00,322,1000,HistDepthBinMax11,meter
2010-12-01 00:00:00,323,1000.1,HistDepthBinMin12,meter
2010-12-01 00:00:00,324,2000,HistDepthBinMax12,meter
2010-12-01 00:00:00,333,0,HistTempBinMin01,Celsius
2010-12-01 00:00:00,334,3,HistTempBinMax01,Celsius
