,index,date,time,tide_height,date_time,year,month,invalid,tide_height_prev
44,419375,2003/06/01,11:00:00,3.795,2003-06-01 11:00:00,2003,6,True,3.566
45,419376,2003/06/01,11:15:00,4.034,2003-06-01 11:15:00,2003,6,True,3.795
46,419377,2003/06/01,11:30:00,4.274,2003-06-01 11:30:00,2003,6,True,4.034
47,419378,2003/06/01,11:45:00,4.517,2003-06-01 11:45:00,2003,6,True,4.274
48,419379,2003/06/01,12:00:00,4.753,2003-06-01 12:00:00,2003,6,True,4.517
49,419380,2003/06/01,12:15:00,4.973,2003-06-01 12:15:00,2003,6,True,4.753
50,419381,2003/06/01,12:30:00,5.164,2003-06-01 12:30:00,2003,6,True,4.973
51,419382,2003/06/01,12:45:00,5.322,2003-06-01 12:45:00,2003,6,True,5.164
52,419383,2003/06/01,13:00:00,5.43,2003-06-01 13:00:00,2003,6,True,5.322
53,419384,2003/06/01,13:15:00,5.491,2003-06-01 13:15:00,2003,6,True,5.43
54,419385,2003/06/01,13:30:00,5.482,2003-06-01 13:30:00,2003,6,True,5.491
55,419386,2003/06/01,13:45:00,5.402,2003-06-01 13:45:00,2003,6,True,5.482
56,419387,2003/06/01,14:00:00,5.259,2003-06-01 14:00:00,2003,6,True,5.402
57,419388,2003/06/01,14:15:00,5.056,2003-06-01 14:15:00,2003,6,True,5.259
58,419389,2003/06/01,14:30:00,4.82,2003-06-01 14:30:00,2003,6,True,5.056
59,419390,2003/06/01,14:45:00,4.558,2003-06-01 14:45:00,2003,6,True,4.82
60,419391,2003/06/01,15:00:00,4.276,2003-06-01 15:00:00,2003,6,True,4.558
61,419392,2003/06/01,15:15:00,3.986,2003-06-01 15:15:00,2003,6,True,4.276
62,419393,2003/06/01,15:30:00,3.691,2003-06-01 15:30:00,2003,6,True,3.986
63,419394,2003/06/01,15:45:00,3.392,2003-06-01 15:45:00,2003,6,True,3.691
64,419395,2003/06/01,16:00:00,3.097,2003-06-01 16:00:00,2003,6,True,3.392
65,419396,2003/06/01,16:15:00,2.803,2003-06-01 16:15:00,2003,6,True,3.097
66,419397,2003/06/01,16:30:00,2.518,2003-06-01 16:30:00,2003,6,True,2.803
67,419398,2003/06/01,16:45:00,2.248,2003-06-01 16:45:00,2003,6,True,2.518
68,419399,2003/06/01,17:00:00,1.993,2003-06-01 17:00:00,2003,6,True,2.248
69,419400,2003/06/01,17:15:00,1.763,2003-06-01 17:15:00,2003,6,True,1.993
70,419401,2003/06/01,17:30:00,1.562,2003-06-01 17:30:00,2003,6,True,1.763
71,419402,2003/06/01,17:45:00,1.402,2003-06-01 17:45:00,2003,6,True,1.562
72,419403,2003/06/01,18:00:00,1.268,2003-06-01 18:00:00,2003,6,True,1.402
73,419404,2003/06/01,18:15:00,1.153,2003-06-01 18:15:00,2003,6,True,1.268
74,419405,2003/06/01,18:30:00,1.058,2003-06-01 18:30:00,2003,6,True,1.153
75,419406,2003/06/01,18:45:00,0.979,2003-06-01 18:45:00,2003,6,True,1.058
76,419407,2003/06/01,19:00:00,0.916,2003-06-01 19:00:00,2003,6,True,0.979
77,419408,2003/06/01,19:15:00,0.88,2003-06-01 19:15:00,2003,6,True,0.916
78,419409,2003/06/01,19:30:00,0.854,2003-06-01 19:30:00,2003,6,True,0.88
79,419410,2003/06/01,19:45:00,0.864,2003-06-01 19:45:00,2003,6,True,0.854
80,419411,2003/06/01,20:00:00,0.929,2003-06-01 20:00:00,2003,6,True,0.864
81,419412,2003/06/01,20:15:00,1.049,2003-06-01 20:15:00,2003,6,True,0.929
82,419413,2003/06/01,20:30:00,1.206,2003-06-01 20:30:00,2003,6,True,1.049
83,419414,2003/06/01,20:45:00,1.408,2003-06-01 20:45:00,2003,6,True,1.206
84,419415,2003/06/01,21:00:00,1.634,2003-06-01 21:00:00,2003,6,True,1.408
85,419416,2003/06/01,21:15:00,1.89,2003-06-01 21:15:00,2003,6,True,1.634
86,419417,2003/06/01,21:30:00,2.149,2003-06-01 21:30:00,2003,6,True,1.89
87,419418,2003/06/01,21:45:00,2.398,2003-06-01 21:45:00,2003,6,True,2.149
88,419419,2003/06/01,22:00:00,2.648,2003-06-01 22:00:00,2003,6,True,2.398
89,419420,2003/06/01,22:15:00,2.887,2003-06-01 22:15:00,2003,6,True,2.648
90,419421,2003/06/01,22:30:00,3.128,2003-06-01 22:30:00,2003,6,True,2.887
91,419422,2003/06/01,22:45:00,3.371,2003-06-01 22:45:00,2003,6,True,3.128
92,419423,2003/06/01,23:00:00,3.61,2003-06-01 23:00:00,2003,6,True,3.371
93,419424,2003/06/01,23:15:00,3.851,2003-06-01 23:15:00,2003,6,True,3.61
94,419425,2003/06/01,23:30:00,4.101,2003-06-01 23:30:00,2003,6,True,3.851
95,419426,2003/06/01,23:45:00,4.357,2003-06-01 23:45:00,2003,6,True,4.101
96,419427,2003/06/02,0:00:00,4.607,2003-06-02 00:00:00,2003,6,True,4.357
97,419428,2003/06/02,0:15:00,4.854,2003-06-02 00:15:00,2003,6,True,4.607
98,419429,2003/06/02,0:30:00,5.085,2003-06-02 00:30:00,2003,6,True,4.854
99,419430,2003/06/02,0:45:00,5.283,2003-06-02 00:45:00,2003,6,True,5.085
100,419431,2003/06/02,1:00:00,5.44,2003-06-02 01:00:00,2003,6,True,5.283
101,419432,2003/06/02,1:15:00,5.55,2003-06-02 01:15:00,2003,6,True,5.44
102,419433,2003/06/02,1:30:00,5.595,2003-06-02 01:30:00,2003,6,True,5.55
103,419434,2003/06/02,1:45:00,5.575,2003-06-02 01:45:00,2003,6,True,5.595
104,419435,2003/06/02,2:00:00,5.485,2003-06-02 02:00:00,2003,6,True,5.575
105,419436,2003/06/02,2:15:00,5.324,2003-06-02 02:15:00,2003,6,True,5.485
106,419437,2003/06/02,2:30:00,5.116,2003-06-02 02:30:00,2003,6,True,5.324
107,419438,2003/06/02,2:45:00,4.873,2003-06-02 02:45:00,2003,6,True,5.116
108,419439,2003/06/02,3:00:00,4.604,2003-06-02 03:00:00,2003,6,True,4.873
109,419440,2003/06/02,3:15:00,4.315,2003-06-02 03:15:00,2003,6,True,4.604
110,419441,2003/06/02,3:30:00,4.026,2003-06-02 03:30:00,2003,6,True,4.315
111,419442,2003/06/02,3:45:00,3.731,2003-06-02 03:45:00,2003,6,True,4.026
112,419443,2003/06/02,4:00:00,3.435,2003-06-02 04:00:00,2003,6,True,3.731
113,419444,2003/06/02,4:15:00,3.139,2003-06-02 04:15:00,2003,6,True,3.435
114,419445,2003/06/02,4:30:00,2.85,2003-06-02 04:30:00,2003,6,True,3.139
115,419446,2003/06/02,4:45:00,2.563,2003-06-02 04:45:00,2003,6,True,2.85
116,419447,2003/06/02,5:00:00,2.294,2003-06-02 05:00:00,2003,6,True,2.563
117,419448,2003/06/02,5:15:00,2.039,2003-06-02 05:15:00,2003,6,True,2.294
118,419449,2003/06/02,5:30:00,1.818,2003-06-02 05:30:00,2003,6,True,2.039
119,419450,2003/06/02,5:45:00,1.622,2003-06-02 05:45:00,2003,6,True,1.818
120,419451,2003/06/02,6:00:00,1.468,2003-06-02 06:00:00,2003,6,True,1.622
121,419452,2003/06/02,6:15:00,1.349,2003-06-02 06:15:00,2003,6,True,1.468
122,419453,2003/06/02,6:30:00,1.243,2003-06-02 06:30:00,2003,6,True,1.349
123,419454,2003/06/02,6:45:00,1.157,2003-06-02 06:45:00,2003,6,True,1.243
124,419455,2003/06/02,7:00:00,1.08,2003-06-02 07:00:00,2003,6,True,1.157
125,419456,2003/06/02,7:15:00,1.021,2003-06-02 07:15:00,2003,6,True,1.08
126,419457,2003/06/02,7:30:00,0.985,2003-06-02 07:30:00,2003,6,True,1.021
127,419458,2003/06/02,7:45:00,0.968,2003-06-02 07:45:00,2003,6,True,0.985
128,419459,2003/06/02,8:00:00,0.993,2003-06-02 08:00:00,2003,6,True,0.968
129,419460,2003/06/02,8:15:00,1.074,2003-06-02 08:15:00,2003,6,True,0.993
130,419461,2003/06/02,8:30:00,1.203,2003-06-02 08:30:00,2003,6,True,1.074
131,419462,2003/06/02,8:45:00,1.373,2003-06-02 08:45:00,2003,6,True,1.203
132,419463,2003/06/02,9:00:00,1.582,2003-06-02 09:00:00,2003,6,True,1.373
133,419464,2003/06/02,9:15:00,1.824,2003-06-02 09:15:00,2003,6,True,1.582
134,419465,2003/06/02,9:30:00,2.08,2003-06-02 09:30:00,2003,6,True,1.824
135,419466,2003/06/02,9:45:00,2.329,2003-06-02 09:45:00,2003,6,True,2.08
136,419467,2003/06/02,10:00:00,2.584,2003-06-02 10:00:00,2003,6,True,2.329
137,419468,2003/06/02,10:15:00,2.826,2003-06-02 10:15:00,2003,6,True,2.584
138,419469,2003/06/02,10:30:00,3.066,2003-06-02 10:30:00,2003,6,True,2.826
139,419470,2003/06/02,10:45:00,3.292,2003-06-02 10:45:00,2003,6,True,3.066
140,419471,2003/06/02,11:00:00,3.528,2003-06-02 11:00:00,2003,6,True,3.292
141,419472,2003/06/02,11:15:00,3.756,2003-06-02 11:15:00,2003,6,True,3.528
142,419473,2003/06/02,11:30:00,3.981,2003-06-02 11:30:00,2003,6,True,3.756
143,419474,2003/06/02,11:45:00,4.211,2003-06-02 11:45:00,2003,6,True,3.981
144,419475,2003/06/02,12:00:00,4.44,2003-06-02 12:00:00,2003,6,True,4.211
145,419476,2003/06/02,12:15:00,4.673,2003-06-02 12:15:00,2003,6,True,4.44
146,419477,2003/06/02,12:30:00,4.904,2003-06-02 12:30:00,2003,6,True,4.673
147,419478,2003/06/02,12:45:00,5.118,2003-06-02 12:45:00,2003,6,True,4.904
148,419479,2003/06/02,13:00:00,5.307,2003-06-02 13:00:00,2003,6,True,5.118
149,419480,2003/06/02,13:15:00,5.46,2003-06-02 13:15:00,2003,6,True,5.307
150,419481,2003/06/02,13:30:00,5.568,2003-06-02 13:30:00,2003,6,True,5.46
151,419482,2003/06/02,13:45:00,5.623,2003-06-02 13:45:00,2003,6,True,5.568
152,419483,2003/06/02,14:00:00,5.617,2003-06-02 14:00:00,2003,6,True,5.623
153,419484,2003/06/02,14:15:00,5.541,2003-06-02 14:15:00,2003,6,True,5.617
154,419485,2003/06/02,14:30:00,5.408,2003-06-02 14:30:00,2003,6,True,5.541
155,419486,2003/06/02,14:45:00,5.211,2003-06-02 14:45:00,2003,6,True,5.408
156,419487,2003/06/02,15:00:00,4.979,2003-06-02 15:00:00,2003,6,True,5.211
157,419488,2003/06/02,15:15:00,4.712,2003-06-02 15:15:00,2003,6,True,4.979
158,419489,2003/06/02,15:30:00,4.428,2003-06-02 15:30:00,2003,6,True,4.712
159,419490,2003/06/02,15:45:00,4.138,2003-06-02 15:45:00,2003,6,True,4.428
160,419491,2003/06/02,16:00:00,3.844,2003-06-02 16:00:00,2003,6,True,4.138
161,419492,2003/06/02,16:15:00,3.546,2003-06-02 16:15:00,2003,6,True,3.844
162,419493,2003/06/02,16:30:00,3.25,2003-06-02 16:30:00,2003,6,True,3.546
163,419494,2003/06/02,16:45:00,2.955,2003-06-02 16:45:00,2003,6,True,3.25
164,419495,2003/06/02,17:00:00,2.668,2003-06-02 17:00:00,2003,6,True,2.955
165,419496,2003/06/02,17:15:00,2.393,2003-06-02 17:15:00,2003,6,True,2.668
166,419497,2003/06/02,17:30:00,2.137,2003-06-02 17:30:00,2003,6,True,2.393
167,419498,2003/06/02,17:45:00,1.903,2003-06-02 17:45:00,2003,6,True,2.137
168,419499,2003/06/02,18:00:00,1.696,2003-06-02 18:00:00,2003,6,True,1.903
169,419500,2003/06/02,18:15:00,1.525,2003-06-02 18:15:00,2003,6,True,1.696
170,419501,2003/06/02,18:30:00,1.386,2003-06-02 18:30:00,2003,6,True,1.525
171,419502,2003/06/02,18:45:00,1.263,2003-06-02 18:45:00,2003,6,True,1.386
172,419503,2003/06/02,19:00:00,1.16,2003-06-02 19:00:00,2003,6,True,1.263
173,419504,2003/06/02,19:15:00,1.075,2003-06-02 19:15:00,2003,6,True,1.16
174,419505,2003/06/02,19:30:00,0.993,2003-06-02 19:30:00,2003,6,True,1.075
175,419506,2003/06/02,19:45:00,0.937,2003-06-02 19:45:00,2003,6,True,0.993
176,419507,2003/06/02,20:00:00,0.896,2003-06-02 20:00:00,2003,6,True,0.937
177,419508,2003/06/02,20:15:00,0.898,2003-06-02 20:15:00,2003,6,True,0.896
178,419509,2003/06/02,20:30:00,0.932,2003-06-02 20:30:00,2003,6,True,0.898
179,419510,2003/06/02,20:45:00,1.013,2003-06-02 20:45:00,2003,6,True,0.932
180,419511,2003/06/02,21:00:00,1.137,2003-06-02 21:00:00,2003,6,True,1.013
181,419512,2003/06/02,21:15:00,1.307,2003-06-02 21:15:00,2003,6,True,1.137
182,419513,2003/06/02,21:30:00,1.51,2003-06-02 21:30:00,2003,6,True,1.307
183,419514,2003/06/02,21:45:00,1.737,2003-06-02 21:45:00,2003,6,True,1.51
184,419515,2003/06/02,22:00:00,1.982,2003-06-02 22:00:00,2003,6,True,1.737
185,419516,2003/06/02,22:15:00,2.229,2003-06-02 22:15:00,2003,6,True,1.982
186,419517,2003/06/02,22:30:00,2.472,2003-06-02 22:30:00,2003,6,True,2.229
187,419518,2003/06/02,22:45:00,2.717,2003-06-02 22:45:00,2003,6,True,2.472
188,419519,2003/06/02,23:00:00,2.958,2003-06-02 23:00:00,2003,6,True,2.717
189,419520,2003/06/02,23:15:00,3.205,2003-06-02 23:15:00,2003,6,True,2.958
190,419521,2003/06/02,23:30:00,3.455,2003-06-02 23:30:00,2003,6,True,3.205
191,419522,2003/06/02,23:45:00,3.701,2003-06-02 23:45:00,2003,6,True,3.455
192,419523,2003/06/03,0:00:00,3.953,2003-06-03 00:00:00,2003,6,True,3.701
193,419524,2003/06/03,0:15:00,4.215,2003-06-03 00:15:00,2003,6,True,3.953
194,419525,2003/06/03,0:30:00,4.473,2003-06-03 00:30:00,2003,6,True,4.215
195,419526,2003/06/03,0:45:00,4.724,2003-06-03 00:45:00,2003,6,True,4.473
196,419527,2003/06/03,1:00:00,4.965,2003-06-03 01:00:00,2003,6,True,4.724
197,419528,2003/06/03,1:15:00,5.178,2003-06-03 01:15:00,2003,6,True,4.965
198,419529,2003/06/03,1:30:00,5.355,2003-06-03 01:30:00,2003,6,True,5.178
199,419530,2003/06/03,1:45:00,5.484,2003-06-03 01:45:00,2003,6,True,5.355
200,419531,2003/06/03,2:00:00,5.558,2003-06-03 02:00:00,2003,6,True,5.484
201,419532,2003/06/03,2:15:00,5.569,2003-06-03 02:15:00,2003,6,True,5.558
202,419533,2003/06/03,2:30:00,5.509,2003-06-03 02:30:00,2003,6,True,5.569
203,419534,2003/06/03,2:45:00,5.383,2003-06-03 02:45:00,2003,6,True,5.509
204,419535,2003/06/03,3:00:00,5.198,2003-06-03 03:00:00,2003,6,True,5.383
205,419536,2003/06/03,3:15:00,4.97,2003-06-03 03:15:00,2003,6,True,5.198
206,419537,2003/06/03,3:30:00,4.72,2003-06-03 03:30:00,2003,6,True,4.97
207,419538,2003/06/03,3:45:00,4.446,2003-06-03 03:45:00,2003,6,True,4.72
208,419539,2003/06/03,4:00:00,4.157,2003-06-03 04:00:00,2003,6,True,4.446
209,419540,2003/06/03,4:15:00,3.866,2003-06-03 04:15:00,2003,6,True,4.157
210,419541,2003/06/03,4:30:00,3.577,2003-06-03 04:30:00,2003,6,True,3.866
211,419542,2003/06/03,4:45:00,3.288,2003-06-03 04:45:00,2003,6,True,3.577
212,419543,2003/06/03,5:00:00,3.002,2003-06-03 05:00:00,2003,6,True,3.288
213,419544,2003/06/03,5:15:00,2.718,2003-06-03 05:15:00,2003,6,True,3.002
214,419545,2003/06/03,5:30:00,2.455,2003-06-03 05:30:00,2003,6,True,2.718
215,419546,2003/06/03,5:45:00,2.205,2003-06-03 05:45:00,2003,6,True,2.455
216,419547,2003/06/03,6:00:00,1.977,2003-06-03 06:00:00,2003,6,True,2.205
217,419548,2003/06/03,6:15:00,1.775,2003-06-03 06:15:00,2003,6,True,1.977
218,419549,2003/06/03,6:30:00,1.606,2003-06-03 06:30:00,2003,6,True,1.775
219,419550,2003/06/03,6:45:00,1.471,2003-06-03 06:45:00,2003,6,True,1.606
220,419551,2003/06/03,7:00:00,1.356,2003-06-03 07:00:00,2003,6,True,1.471
221,419552,2003/06/03,7:15:00,1.265,2003-06-03 07:15:00,2003,6,True,1.356
222,419553,2003/06/03,7:30:00,1.191,2003-06-03 07:30:00,2003,6,True,1.265
223,419554,2003/06/03,7:45:00,1.142,2003-06-03 07:45:00,2003,6,True,1.191
224,419555,2003/06/03,8:00:00,1.113,2003-06-03 08:00:00,2003,6,True,1.142
225,419556,2003/06/03,8:15:00,1.112,2003-06-03 08:15:00,2003,6,True,1.113
226,419557,2003/06/03,8:30:00,1.151,2003-06-03 08:30:00,2003,6,True,1.112
227,419558,2003/06/03,8:45:00,1.238,2003-06-03 08:45:00,2003,6,True,1.151
228,419559,2003/06/03,9:00:00,1.369,2003-06-03 09:00:00,2003,6,True,1.238
229,419560,2003/06/03,9:15:00,1.55,2003-06-03 09:15:00,2003,6,True,1.369
230,419561,2003/06/03,9:30:00,1.759,2003-06-03 09:30:00,2003,6,True,1.55
231,419562,2003/06/03,9:45:00,1.988,2003-06-03 09:45:00,2003,6,True,1.759
232,419563,2003/06/03,10:00:00,2.233,2003-06-03 10:00:00,2003,6,True,1.988
233,419564,2003/06/03,10:15:00,2.481,2003-06-03 10:15:00,2003,6,True,2.233
234,419565,2003/06/03,10:30:00,2.724,2003-06-03 10:30:00,2003,6,True,2.481
235,419566,2003/06/03,10:45:00,2.962,2003-06-03 10:45:00,2003,6,True,2.724
236,419567,2003/06/03,11:00:00,3.19,2003-06-03 11:00:00,2003,6,True,2.962
237,419568,2003/06/03,11:15:00,3.412,2003-06-03 11:15:00,2003,6,True,3.19
238,419569,2003/06/03,11:30:00,3.633,2003-06-03 11:30:00,2003,6,True,3.412
239,419570,2003/06/03,11:45:00,3.852,2003-06-03 11:45:00,2003,6,True,3.633
240,419571,2003/06/03,12:00:00,4.067,2003-06-03 12:00:00,2003,6,True,3.852
241,419572,2003/06/03,12:15:00,4.279,2003-06-03 12:15:00,2003,6,True,4.067
242,419573,2003/06/03,12:30:00,4.485,2003-06-03 12:30:00,2003,6,True,4.279
243,419574,2003/06/03,12:45:00,4.687,2003-06-03 12:45:00,2003,6,True,4.485
244,419575,2003/06/03,13:00:00,4.898,2003-06-03 13:00:00,2003,6,True,4.687
245,419576,2003/06/03,13:15:00,5.092,2003-06-03 13:15:00,2003,6,True,4.898
246,419577,2003/06/03,13:30:00,5.269,2003-06-03 13:30:00,2003,6,True,5.092
247,419578,2003/06/03,13:45:00,5.41,2003-06-03 13:45:00,2003,6,True,5.269
248,419579,2003/06/03,14:00:00,5.518,2003-06-03 14:00:00,2003,6,True,5.41
249,419580,2003/06/03,14:15:00,5.573,2003-06-03 14:15:00,2003,6,True,5.518
250,419581,2003/06/03,14:30:00,5.578,2003-06-03 14:30:00,2003,6,True,5.573
251,419582,2003/06/03,14:45:00,5.519,2003-06-03 14:45:00,2003,6,True,5.578
252,419583,2003/06/03,15:00:00,5.402,2003-06-03 15:00:00,2003,6,True,5.519
253,419584,2003/06/03,15:15:00,5.228,2003-06-03 15:15:00,2003,6,True,5.402
254,419585,2003/06/03,15:30:00,5.012,2003-06-03 15:30:00,2003,6,True,5.228
255,419586,2003/06/03,15:45:00,4.769,2003-06-03 15:45:00,2003,6,True,5.012
256,419587,2003/06/03,16:00:00,4.502,2003-06-03 16:00:00,2003,6,True,4.769
257,419588,2003/06/03,16:15:00,4.222,2003-06-03 16:15:00,2003,6,True,4.502
258,419589,2003/06/03,16:30:00,3.94,2003-06-03 16:30:00,2003,6,True,4.222
259,419590,2003/06/03,16:45:00,3.653,2003-06-03 16:45:00,2003,6,True,3.94
260,419591,2003/06/03,17:00:00,3.367,2003-06-03 17:00:00,2003,6,True,3.653
261,419592,2003/06/03,17:15:00,3.081,2003-06-03 17:15:00,2003,6,True,3.367
262,419593,2003/06/03,17:30:00,2.797,2003-06-03 17:30:00,2003,6,True,3.081
263,419594,2003/06/03,17:45:00,2.531,2003-06-03 17:45:00,2003,6,True,2.797
264,419595,2003/06/03,18:00:00,2.271,2003-06-03 18:00:00,2003,6,True,2.531
265,419596,2003/06/03,18:15:00,2.033,2003-06-03 18:15:00,2003,6,True,2.271
266,419597,2003/06/03,18:30:00,1.82,2003-06-03 18:30:00,2003,6,True,2.033
267,419598,2003/06/03,18:45:00,1.638,2003-06-03 18:45:00,2003,6,True,1.82
268,419599,2003/06/03,19:00:00,1.485,2003-06-03 19:00:00,2003,6,True,1.638
269,419600,2003/06/03,19:15:00,1.36,2003-06-03 19:15:00,2003,6,True,1.485
270,419601,2003/06/03,19:30:00,1.255,2003-06-03 19:30:00,2003,6,True,1.36
271,419602,2003/06/03,19:45:00,1.162,2003-06-03 19:45:00,2003,6,True,1.255
272,419603,2003/06/03,20:00:00,1.086,2003-06-03 20:00:00,2003,6,True,1.162
273,419604,2003/06/03,20:15:00,1.028,2003-06-03 20:15:00,2003,6,True,1.086
274,419605,2003/06/03,20:30:00,0.987,2003-06-03 20:30:00,2003,6,True,1.028
275,419606,2003/06/03,20:45:00,0.977,2003-06-03 20:45:00,2003,6,True,0.987
276,419607,2003/06/03,21:00:00,1.003,2003-06-03 21:00:00,2003,6,True,0.977
277,419608,2003/06/03,21:15:00,1.07,2003-06-03 21:15:00,2003,6,True,1.003
278,419609,2003/06/03,21:30:00,1.185,2003-06-03 21:30:00,2003,6,True,1.07
279,419610,2003/06/03,21:45:00,1.338,2003-06-03 21:45:00,2003,6,True,1.185
280,419611,2003/06/03,22:00:00,1.525,2003-06-03 22:00:00,2003,6,True,1.338
281,419612,2003/06/03,22:15:00,1.734,2003-06-03 22:15:00,2003,6,True,1.525
282,419613,2003/06/03,22:30:00,1.964,2003-06-03 22:30:00,2003,6,True,1.734
283,419614,2003/06/03,22:45:00,2.199,2003-06-03 22:45:00,2003,6,True,1.964
284,419615,2003/06/03,23:00:00,2.44,2003-06-03 23:00:00,2003,6,True,2.199
285,419616,2003/06/03,23:15:00,2.68,2003-06-03 23:15:00,2003,6,True,2.44
286,419617,2003/06/03,23:30:00,2.92,2003-06-03 23:30:00,2003,6,True,2.68
287,419618,2003/06/03,23:45:00,3.16,2003-06-03 23:45:00,2003,6,True,2.92
288,419619,2003/06/04,0:00:00,3.405,2003-06-04 00:00:00,2003,6,True,3.16
289,419620,2003/06/04,0:15:00,3.646,2003-06-04 00:15:00,2003,6,True,3.405
290,419621,2003/06/04,0:30:00,3.895,2003-06-04 00:30:00,2003,6,True,3.646
291,419622,2003/06/04,0:45:00,4.146,2003-06-04 00:45:00,2003,6,True,3.895
292,419623,2003/06/04,1:00:00,4.399,2003-06-04 01:00:00,2003,6,True,4.146
293,419624,2003/06/04,1:15:00,4.642,2003-06-04 01:15:00,2003,6,True,4.399
294,419625,2003/06/04,1:30:00,4.878,2003-06-04 01:30:00,2003,6,True,4.642
295,419626,2003/06/04,1:45:00,5.092,2003-06-04 01:45:00,2003,6,True,4.878
296,419627,2003/06/04,2:00:00,5.272,2003-06-04 02:00:00,2003,6,True,5.092
297,419628,2003/06/04,2:15:00,5.414,2003-06-04 02:15:00,2003,6,True,5.272
298,419629,2003/06/04,2:30:00,5.504,2003-06-04 02:30:00,2003,6,True,5.414
299,419630,2003/06/04,2:45:00,5.54,2003-06-04 02:45:00,2003,6,True,5.504
300,419631,2003/06/04,3:00:00,5.507,2003-06-04 03:00:00,2003,6,True,5.54
301,419632,2003/06/04,3:15:00,5.405,2003-06-04 03:15:00,2003,6,True,5.507
